spindle_speed,feed_per_tooth,axial_depth,radial_depth,tooth_pass_freq,spindle_freq,feed_rate,vib_x_rms,vib_x_peak,vib_x_pp,vib_x_kurtosis,vib_x_skewness,vib_x_std,vib_x_fft_energy,vib_y_rms,vib_y_peak,vib_y_pp,vib_y_kurtosis,vib_y_skewness,vib_y_std,vib_y_fft_energy,vib_z_rms,vib_z_peak,vib_z_pp,vib_z_kurtosis,vib_z_skewness,vib_z_std,vib_z_fft_energy,Ra_um,waviness_band_0,waviness_band_1,waviness_band_2,waviness_band_3,waviness_band_4,waviness_band_5,waviness_band_6,waviness_band_7
4247.240713084175,0.041961558199381396,1.5648737526722407,4.80425629234766,283.1493808722783,70.78734521806958,712.883353475455,0.1278439581322338,0.4745599882704655,0.8789434819346442,-0.7872299553802189,0.26464101293754316,0.12784380056169,0.9999999998776318,0.12029915798487892,0.44765961271618093,0.8380656645791905,0.3073598591378852,-0.7046096670755029,0.12029913011697797,0.999999999861801,0.13010719274487714,0.5612686245580425,0.9519907702110522,-0.12785284119814033,0.8070422196527692,0.13010710603515172,0.9999999998818518,0.6642019065298381,0.1257513242877778,0.18761199875134085,0.043087678320607586,0.018185087068318322,0.06372378149063608,0.24719936256419092,0.3087798306712408,0.0056609368312202
7704.285838459497,0.056216744074154626,0.24425644962584273,3.818787617565531,513.6190558972999,128.40476397432496,1732.4394610192455,0.01728909039568575,0.09141358042689492,0.15086902548914288,-0.19063950333501012,-0.08991476099245502,0.01728907306035495,0.9999999933090968,0.023165139424186288,0.1095838906170475,0.2064251793972593,0.5514790781542973,-0.9771657120504044,0.023164949084330547,0.9999999962730547,0.025527974479614163,0.054272935190055556,0.09837682082592891,-1.4065494629114943,0.06780807340673956,0.025527880590404613,0.9999999969310218,0.3680940733027029,0.011713992927164034,0.031880661496568825,0.07585044666571289,0.18302111667692075,0.3678534812958145,0.19146881915342362,0.08532108894792301,0.05289039280603172
6391.963650868431,0.04301136295597709,0.23982239275219508,2.089631338259289,426.1309100578954,106.53272751447385,1099.708274355658,0.008084468178087506,0.019566846989698693,0.037333838137227154,-0.9585413778914726,-0.47253275423247487,0.008084368691675725,0.9999999694004537,0.007719691710898235,0.03917890496743975,0.06535788574232906,-0.21612663485326822,-0.36481747855730223,0.007719629826022174,0.9999999664400359,0.009626755766900022,0.03735733562085389,0.07103399917409739,-0.5843068783775491,0.504171152792028,0.009626738455618898,0.9999999784191548,0.27934490554335184,0.16576812808512523,0.06255691095154974,0.033315832152695124,0.11940681092273428,0.16805011637807546,0.0070589868989539405,0.22135194683319892,0.22249126776191
5591.95090518222,0.03153132938841723,0.7824983944691744,1.8344101157944486,372.796727012148,93.199181753037,705.2865836606338,0.01511444786270224,0.054645672958184476,0.10871694898026724,0.045501003347574454,0.7621085021992117,0.015114351081031293,0.9999999912453287,0.019193448229074102,0.07843186732265674,0.13647650120098703,-0.8597516819625945,-0.2102760570814109,0.019193296238983967,0.9999999945710359,0.021292631429789707,0.06500107077764052,0.12046063268700931,-1.1354261905317877,-0.013132226599561248,0.021292622515108335,0.9999999955886574,0.23785482889039009,0.0028824391988087708,0.11334741836924843,0.18020819526731774,0.004527087556704313,0.18351569195599715,0.05691955727032009,0.14725774550052656,0.31134186486382837
2936.111842654619,0.0356826632430781,1.0795577427283984,2.073664533856323,195.74078951030793,48.93519737757698,419.0731605018332,0.03132144511822185,0.1187213787455799,0.23125768444436723,-0.9638792321187672,-0.21113034857920815,0.031321299537153166,0.9999999979613522,0.02256622378845892,0.12961553214924343,0.21351257112556976,0.050867106125764394,0.1436857760543326,0.022566047369838426,0.9999999960725979,0.026916464514546597,0.1126622124742362,0.21480476735505222,-0.19263479197461209,-0.013011176440038238,0.026916235615402306,0.9999999972395078,0.522662684408962,0.05964332247453309,0.08729691073901144,0.06421291694966058,0.2104516009830449,0.06075356281672129,0.030594237808503896,0.46260903354742083,0.024438414658197453
2935.967122017216,0.07990123984425435,1.5867333520540277,3.985940890315318,195.73114146781438,48.932785366953595,938.3496527645709,0.25125448534417466,0.9994966615188647,1.8006139018905136,-1.2280579085953554,-0.3212167299883899,0.25125341015200625,0.9999999999683191,0.20347469707144536,1.0260980666815451,1.6794690996688044,-0.6912765138521935,0.3689159615212285,0.20346951300394944,0.9999999999516956,0.196952384304252,0.6830983655693268,1.276654833508589,-1.3117422521203776,0.015162132411102197,0.19695183779280323,0.999999999948441,1.8789140889971472,0.23421910476622668,0.10231374341126886,0.11543709207717306,0.01743255618729507,0.09115347613244645,0.009541027895105055,0.20829889246100566,0.2216041070538583
2348.5016730091966,0.04682338339275303,1.4299316778917093,3.476167749816865,156.5667782006131,39.141694550153275,439.85917693532605,0.11091237057824008,0.41468434824514505,0.6745315739797297,-0.6703400020133872,0.1591177514341698,0.11091236132378869,0.999999999837419,0.08236754342217698,0.38902349874427256,0.724769232360603,0.7320106058810354,0.7358269855242147,0.08236751907163377,0.9999999997052068,0.08851152783218731,0.34249767782645485,0.6735839425687453,-0.9875321520236326,-0.04381006259243848,0.08851050130249548,0.9999999997447185,0.8820960975255857,0.17411822736875357,0.0300809619082061,0.2627950104485898,0.04136038310228381,0.013703270076846357,0.16698653681301037,0.15913185569527302,0.1518237545745118
7197.056874649611,0.06735508193624981,1.002624871478147,1.3333800554036057,479.8037916433074,119.95094791082686,1939.033421967498,0.03370629600743122,0.15683346008646068,0.29635869678687227,-0.20529704365512247,-0.13352717118829172,0.03370620798544325,0.9999999982396395,0.032131704897945826,0.14920840514576494,0.25796900818793705,0.03834093507996128,0.04027476296418379,0.03213170489686487,0.9999999980628577,0.02578949612941326,0.12043361843949738,0.219851149204201,0.48970463707913625,0.6204495675754642,0.02578892453338142,0.9999999969930826,0.7884808229107517,0.04929917194746206,0.16887549550387257,0.02426259529515337,0.16789023726536093,0.08776120974137817,0.12262108481892443,0.2725984698151349,0.10669173559915683
5606.690070459253,0.0854442452111314,0.6925279993069986,1.2834920090033797,373.7793380306168,93.4448345076542,1916.237604812544,0.04397526703861937,0.16166315477132578,0.29795760304673347,-0.9305785326821594,-0.028941997769272587,0.0439750431294984,0.9999999989657904,0.03659872278574831,0.12261752502968311,0.23763529069099706,-0.7296032767731839,0.6830451814045944,0.03659860723826188,0.9999999985068777,0.03297755021358277,0.1578286086573648,0.25349060823376734,-0.049384557014569896,-0.5711283952258889,0.03297730419693135,0.9999999981609791,1.086935979177756,0.1874748463078054,0.4318733385382873,0.015592686090922668,0.0737245483862192,0.024413814704629447,0.150525046871289,0.11341213610908642,0.0029835829768073475
6248.435466776273,0.10975132772181749,1.99482410028388,0.9427804237102879,416.56236445175153,104.14059111293788,2743.0963546511616,0.07902662982745871,0.22672325311571456,0.42537621381530066,-0.6589115789493318,-0.4094442202382399,0.0790266291257901,0.9999999996797548,0.09431625291105988,0.32119793687295106,0.5826603823939431,-1.0200520877683297,-0.24236554786619083,0.09431624784422207,0.9999999997751692,0.07211669171635295,0.38685695378510465,0.7129920586117909,0.3474632828709834,-0.6820763911523591,0.07211637515832155,0.9999999996154505,1.7647454669695948,0.14516258639841004,0.29984062009349643,0.07767001774017776,0.11852982475988387,0.03362292624299945,0.04022655353976778,0.048894975436244666,0.23605249576851117
